sample_id,mode,encryption_algo,dh_group,pfs,ip_version,traffic_type,avg_packet_size_bytes,packet_rate_per_sec,session_duration_sec,burstiness_index,ike_handshake_time_ms,security_verdict,risk_score
TRN08872,Transport,AES-256-GCM,modp4096(16),Off,IPv4,video_streaming,1275.7,63.4,38.8,0.51,113.8,Strong,1.6
TRN05410,Tunnel,DES,modp8192(21),Off,IPv4,web_browsing,266.2,15.1,0.5,0.47,202.1,Medium,5.0
TRN01517,Tunnel,AES-128,modp768(1),On,IPv6,dns_query,77.4,3.9,1.1,0.05,125.2,Weak,8.4
TRN08002,Tunnel,AES-256-GCM,modp2048(14),Off,IPv6,dns_query,83.3,4.3,0.5,0.08,218.8,Medium,4.0
TRN04909,Tunnel,AES-256,modp1536(5),Off,IPv6,email,570.1,14.4,29.6,0.34,301.9,Medium,6.0
TRN01562,Tunnel,DES,modp3072(15),On,IPv6,dns_query,65.5,4.2,0.5,0.11,188.5,Medium,3.9
TRN01742,Transport,AES-128,modp1024(2),Off,IPv6,whatsapp_msg,155.6,3.6,4.6,0.28,163.8,Weak,10.0
TRN02927,Transport,AES-256,modp1024(2),On,IPv4,web_browsing,372.4,15.7,3.1,0.42,190.0,Medium,6.3
TRN00335,Transport,DES,modp8192(21),Off,IPv6,video_streaming,1274.6,76.8,0.5,0.56,228.1,Medium,5.6
TRN02612,Tunnel,AES-192,modp6144(17),Off,IPv6,dns_query,99.0,2.4,3.7,0.11,140.2,Strong,1.3
TRN06438,Transport,AES-256,modp8192(21),Off,IPv6,voip,140.8,43.2,562.0,0.22,199.8,Strong,1.7
TRN01513,Transport,AES-256-GCM,modp8192(21),On,IPv4,voip,125.4,38.9,0.5,0.18,170.7,Strong,2.1
TRN03609,Transport,AES-256,modp4096(16),Off,IPv4,voip,123.0,54.4,209.9,0.15,165.9,Strong,2.6
TRN02007,Transport,AES-192,modp1024(2),Off,IPv6,whatsapp_msg,61.2,5.0,6.0,0.2,153.4,Weak,7.0
TRN00462,Transport,DES,modp1024(2),On,IPv4,icmp,66.9,3.1,0.5,0.06,190.3,Weak,9.4
TRN04225,Tunnel,AES-128,modp3072(15),Off,IPv4,icmp,56.2,2.4,3.1,0.02,103.6,Medium,3.7
TRN03940,Transport,3DES,modp6144(17),Off,IPv6,email,794.1,10.4,0.5,0.37,152.5,Medium,5.9
TRN03140,Transport,AES-128,modp1024(2),On,IPv4,email,553.0,4.1,0.5,0.59,169.9,Weak,8.3
TRN03081,Tunnel,3DES,modp6144(17),On,IPv6,whatsapp_msg,96.2,6.8,2.8,0.1,128.6,Medium,2.5
TRN00009,Transport,AES-256-GCM,modp2048(14),Off,IPv4,dns_query,96.8,4.5,0.5,0.05,208.6,Medium,4.2
TRN07856,Tunnel,AES-256-GCM,modp1536(5),On,IPv4,web_browsing,289.4,16.7,33.2,0.7,132.2,Medium,4.1
TRN00100,Transport,AES-128,modp1024(2),On,IPv4,web_browsing,306.2,16.9,0.5,0.45,110.5,Weak,7.1
TRN01514,Transport,AES-256-GCM,modp3072(15),Off,IPv4,dns_query,79.4,2.1,2.1,0.12,209.4,Strong,0.9
TRN04217,Tunnel,3DES,modp768(1),On,IPv6,whatsapp_msg,107.9,4.8,0.5,0.15,144.7,Weak,8.9
TRN06183,Transport,AES-256-GCM,modp2048(14),On,IPv4,web_browsing,465.7,17.8,0.5,0.14,154.6,Strong,0.8
TRN08947,Tunnel,3DES,modp4096(16),Off,IPv6,icmp,47.0,2.3,0.5,0.06,27.0,Medium,6.3
TRN08233,Transport,AES-128,modp4096(16),Off,IPv6,icmp,66.7,2.1,0.5,0.03,142.0,Medium,4.1
TRN06797,Transport,DES,modp3072(15),On,IPv6,file_transfer,1389.7,144.6,0.5,0.81,214.1,Medium,4.4
TRN01841,Transport,AES-192,modp8192(21),On,IPv4,icmp,73.2,2.4,0.5,0.06,134.4,Strong,2.2
TRN02129,Tunnel,AES-256-GCM,modp4096(16),Off,IPv4,icmp,61.8,2.0,16.9,0.07,120.4,Strong,2.1
TRN00032,Transport,AES-256,modp2048(14),Off,IPv4,email,241.4,2.8,5.7,0.23,188.3,Medium,6.1
TRN04845,Transport,DES,modp768(1),On,IPv6,whatsapp_msg,192.6,6.2,18.7,0.23,242.0,Weak,6.6
TRN01510,Transport,AES-256,modp4096(16),On,IPv6,dns_query,87.1,2.4,1.8,0.03,148.6,Strong,1.8
TRN06856,Tunnel,AES-256-GCM,modp8192(21),Off,IPv4,dns_query,81.0,2.1,0.5,0.13,147.7,Strong,1.7
TRN02895,Transport,DES,modp1536(5),On,IPv4,web_browsing,461.9,14.5,0.5,0.43,229.3,Weak,6.9
TRN00867,Tunnel,AES-128,modp1536(5),Off,IPv4,voip,110.8,43.7,0.5,0.28,163.1,Weak,6.4
TRN07138,Tunnel,3DES,modp2048(14),Off,IPv6,voip,166.0,47.4,0.5,0.18,91.0,Weak,7.8
TRN00759,Transport,DES,modp3072(15),Off,IPv6,icmp,63.9,1.3,11.2,0.04,155.2,Weak,8.1
TRN08655,Tunnel,AES-128,modp3072(15),On,IPv6,web_browsing,376.5,17.0,48.8,0.49,67.7,Medium,5.6
TRN06910,Transport,AES-128,modp6144(17),Off,IPv4,whatsapp_msg,130.8,5.5,0.5,0.18,94.7,Medium,3.6
TRN00541,Transport,AES-128,modp1024(2),On,IPv6,web_browsing,402.2,7.5,24.4,0.55,83.0,Weak,9.3
TRN01329,Transport,AES-256-GCM,modp1536(5),On,IPv6,dns_query,101.8,2.8,1.8,0.07,108.6,Medium,4.0
TRN03246,Transport,AES-128,modp4096(16),Off,IPv6,video_streaming,1207.8,84.7,985.3,0.52,124.3,Medium,3.5
TRN08486,Transport,AES-192,modp2048(14),Off,IPv4,email,544.0,6.7,16.6,0.35,172.6,Medium,2.9
TRN07930,Transport,AES-256-GCM,modp8192(21),Off,IPv6,dns_query,101.3,2.8,1.6,0.06,161.0,Strong,2.1
TRN07876,Transport,AES-128,modp8192(21),On,IPv4,web_browsing,481.5,22.1,41.7,0.39,170.4,Strong,2.7
TRN05435,Transport,AES-192,modp2048(14),On,IPv6,voip,111.6,33.3,7.0,0.25,206.5,Medium,6.3
TRN03480,Transport,AES-192,modp1536(5),On,IPv4,icmp,64.8,1.0,12.2,0.06,125.6,Medium,4.3
TRN07836,Transport,AES-256,modp2048(14),Off,IPv6,email,491.3,10.9,16.7,0.24,134.2,Medium,3.9
TRN07212,Transport,DES,modp4096(16),Off,IPv6,file_transfer,1365.4,117.2,178.8,0.66,143.6,Medium,2.7
TRN08291,Tunnel,AES-128,modp1024(2),Off,IPv4,whatsapp_msg,102.6,6.7,3.0,0.31,163.0,Weak,6.6
TRN04636,Transport,AES-192,modp1024(2),On,IPv4,file_transfer,1504.7,104.0,188.1,0.74,169.5,Medium,4.4
TRN02834,Transport,AES-128,modp3072(15),On,IPv4,web_browsing,228.9,17.7,28.6,0.43,106.3,Medium,6.1
TRN08990,Transport,DES,modp4096(16),On,IPv6,icmp,67.1,2.9,0.5,0.08,132.4,Medium,5.2
TRN03051,Transport,DES,modp2048(14),On,IPv4,file_transfer,1372.2,87.9,114.1,0.81,186.7,Weak,7.9
TRN06487,Transport,3DES,modp768(1),Off,IPv6,video_streaming,1090.1,98.0,0.5,0.64,141.0,Weak,8.7
TRN04507,Transport,AES-256-GCM,modp2048(14),On,IPv6,video_streaming,1440.2,88.4,945.0,0.65,127.3,Strong,0.4
TRN01771,Transport,AES-192,modp8192(21),On,IPv4,web_browsing,398.0,21.6,0.5,0.65,173.4,Strong,0.7
TRN01689,Transport,AES-128,modp4096(16),On,IPv4,voip,92.4,47.3,0.5,0.1,164.3,Medium,4.2
TRN05973,Tunnel,DES,modp8192(21),Off,IPv6,file_transfer,1380.3,132.3,0.5,0.95,125.4,Medium,2.7
TRN02311,Tunnel,AES-256,modp4096(16),On,IPv6,dns_query,72.5,2.2,0.7,0.07,200.6,Strong,2.5
TRN07235,Tunnel,DES,modp2048(14),On,IPv4,file_transfer,1327.7,84.8,283.9,0.78,156.0,Weak,7.1
TRN01198,Tunnel,AES-256-GCM,modp3072(15),Off,IPv4,voip,154.5,44.4,0.5,0.08,90.5,Strong,2.0
TRN04830,Transport,AES-128,modp2048(14),Off,IPv4,web_browsing,467.9,10.7,7.3,0.66,101.4,Medium,6.4
TRN02378,Transport,AES-128,modp1024(2),On,IPv6,whatsapp_msg,164.5,7.0,0.5,0.21,162.5,Weak,8.2
TRN06991,Transport,AES-192,modp2048(14),On,IPv4,web_browsing,444.8,23.4,41.4,0.61,65.7,Medium,4.4
TRN02518,Transport,3DES,modp2048(14),On,IPv4,file_transfer,1384.0,104.3,0.5,0.66,138.2,Medium,5.4
TRN03640,Tunnel,3DES,modp2048(14),Off,IPv6,video_streaming,1225.1,113.8,169.5,0.61,207.6,Weak,6.8
TRN08431,Tunnel,AES-256-GCM,modp3072(15),On,IPv4,icmp,47.7,2.5,15.1,0.03,152.9,Strong,1.9
TRN02317,Transport,AES-192,modp1024(2),On,IPv4,whatsapp_msg,114.7,6.1,0.5,0.27,171.3,Weak,8.9
TRN00602,Transport,DES,modp3072(15),Off,IPv6,video_streaming,1210.0,57.7,201.7,0.72,95.4,Weak,7.8
TRN01189,Tunnel,AES-128,modp2048(14),On,IPv6,video_streaming,1205.8,80.5,541.1,0.59,192.9,Medium,5.5
TRN06701,Tunnel,AES-128,modp8192(21),Off,IPv6,video_streaming,1104.7,93.1,506.5,0.67,33.2,Strong,1.0
TRN05337,Tunnel,AES-128,modp768(1),On,IPv6,voip,191.1,43.5,0.5,0.23,194.7,Weak,7.6
TRN07471,Transport,3DES,modp1536(5),On,IPv4,icmp,62.2,2.3,1.9,0.06,119.2,Weak,8.3
TRN03704,Tunnel,AES-256,modp4096(16),On,IPv6,icmp,55.1,2.6,6.6,0.05,214.9,Strong,3.2
TRN00812,Transport,AES-256,modp6144(17),Off,IPv6,dns_query,68.3,2.5,2.7,0.18,102.6,Strong,2.2
TRN03963,Tunnel,3DES,modp1024(2),On,IPv4,dns_query,96.4,3.2,0.5,0.09,92.8,Weak,9.7
TRN04075,Tunnel,3DES,modp1536(5),On,IPv6,voip,92.0,40.9,249.7,0.23,57.3,Weak,8.8
TRN03347,Transport,DES,modp4096(16),On,IPv4,video_streaming,869.1,73.3,533.5,0.54,202.3,Medium,4.1
TRN01148,Transport,3DES,modp1024(2),On,IPv6,icmp,73.7,1.8,8.0,0.03,85.8,Weak,9.1
TRN07723,Transport,3DES,modp768(1),On,IPv6,web_browsing,368.7,14.1,20.8,0.38,185.2,Weak,8.1
TRN05510,Tunnel,DES,modp1024(2),Off,IPv4,video_streaming,1184.2,106.7,314.9,0.46,166.0,Weak,8.2
TRN06946,Tunnel,AES-192,modp3072(15),Off,IPv6,icmp,68.4,1.6,0.5,0.06,142.1,Medium,4.4
TRN05445,Tunnel,DES,modp768(1),Off,IPv4,icmp,72.4,1.3,0.5,0.04,183.7,Weak,9.2
TRN04997,Transport,DES,modp3072(15),Off,IPv4,voip,106.9,42.3,10.3,0.19,105.0,Weak,10.0
TRN00466,Transport,AES-192,modp1536(5),On,IPv6,dns_query,72.8,2.2,0.5,0.06,133.1,Medium,5.6
TRN05708,Transport,3DES,modp8192(21),On,IPv6,file_transfer,1388.1,99.0,0.5,0.87,166.8,Strong,2.3
TRN05287,Transport,AES-128,modp1024(2),On,IPv6,video_streaming,1073.8,91.7,688.9,0.57,127.8,Weak,9.5
TRN00292,Transport,AES-192,modp2048(14),Off,IPv6,web_browsing,380.0,24.8,60.6,0.56,183.8,Medium,4.2
TRN02997,Transport,3DES,modp1536(5),Off,IPv4,dns_query,85.8,2.3,4.5,0.05,102.8,Weak,9.7
TRN00961,Transport,AES-192,modp1536(5),Off,IPv6,voip,124.2,60.5,0.5,0.28,139.6,Weak,10.0
TRN07304,Transport,AES-256,modp3072(15),Off,IPv4,voip,130.7,41.5,550.3,0.18,149.1,Medium,4.2
TRN02363,Transport,AES-256,modp6144(17),On,IPv6,email,743.6,12.8,0.5,0.16,160.4,Strong,2.5
TRN03095,Tunnel,AES-256-GCM,modp1024(2),On,IPv6,video_streaming,961.9,91.4,67.7,0.51,149.8,Medium,6.5
TRN09000,Transport,AES-192,modp768(1),On,IPv6,whatsapp_msg,128.9,7.8,2.8,0.3,201.7,Weak,8.9
TRN06200,Transport,3DES,modp1536(5),Off,IPv6,email,441.0,13.2,44.6,0.27,175.9,Weak,8.3
TRN08139,Tunnel,AES-256,modp6144(17),On,IPv4,dns_query,78.3,3.9,2.8,0.11,120.5,Strong,0.5
TRN06290,Tunnel,AES-192,modp8192(21),On,IPv4,video_streaming,1290.9,99.3,694.8,0.56,128.0,Strong,1.2
TRN01254,Tunnel,AES-256-GCM,modp4096(16),On,IPv6,icmp,64.4,1.9,1.3,0.03,157.4,Strong,1.1
TRN01407,Transport,AES-192,modp1024(2),Off,IPv4,whatsapp_msg,113.5,5.7,0.5,0.21,140.4,Weak,9.7
TRN06751,Transport,DES,modp1536(5),On,IPv4,dns_query,55.1,1.8,0.5,0.09,60.1,Weak,10.0
TRN08545,Transport,AES-128,modp1536(5),On,IPv6,whatsapp_msg,100.4,10.1,6.1,0.37,165.0,Medium,6.0
TRN03778,Transport,AES-192,modp1024(2),Off,IPv4,icmp,84.0,2.6,0.5,0.06,240.8,Weak,9.1
TRN00595,Transport,AES-192,modp4096(16),On,IPv4,video_streaming,1263.7,87.0,0.5,0.63,101.1,Strong,2.2
TRN03054,Transport,AES-256-GCM,modp3072(15),On,IPv4,voip,132.1,54.9,616.1,0.09,136.1,Strong,0.5
TRN07157,Tunnel,AES-128,modp4096(16),Off,IPv6,video_streaming,1273.9,55.5,1174.4,0.63,251.6,Medium,5.9
TRN04380,Transport,AES-256,modp3072(15),Off,IPv4,web_browsing,438.2,10.1,0.5,0.56,170.0,Strong,0.3
TRN03796,Transport,AES-256-GCM,modp4096(16),On,IPv6,voip,119.3,40.8,0.5,0.13,116.9,Strong,1.2
TRN08909,Transport,3DES,modp1536(5),Off,IPv4,voip,125.5,44.3,469.2,0.17,51.2,Weak,5.8
TRN05324,Tunnel,3DES,modp6144(17),Off,IPv6,file_transfer,1334.8,63.3,0.5,0.76,103.3,Medium,3.0
TRN08031,Tunnel,3DES,modp3072(15),Off,IPv6,voip,113.6,38.0,57.8,0.16,83.8,Medium,4.1
TRN07237,Transport,AES-128,modp1024(2),Off,IPv4,voip,128.1,47.8,0.5,0.19,53.9,Weak,9.2
TRN07349,Transport,AES-256,modp2048(14),Off,IPv4,whatsapp_msg,148.6,3.2,4.1,0.32,118.8,Medium,3.5
TRN02583,Tunnel,DES,modp3072(15),On,IPv4,voip,112.9,47.2,270.1,0.2,118.2,Medium,2.8
TRN07587,Transport,AES-256,modp4096(16),On,IPv4,file_transfer,1412.8,105.7,209.9,0.66,111.4,Strong,3.2
TRN01331,Tunnel,AES-192,modp8192(21),Off,IPv6,whatsapp_msg,185.9,2.9,8.1,0.26,228.4,Strong,2.0
TRN03951,Tunnel,AES-256-GCM,modp8192(21),On,IPv4,web_browsing,389.0,17.6,0.5,0.68,206.1,Strong,3.9
TRN02575,Transport,3DES,modp1024(2),Off,IPv6,voip,124.7,43.7,0.5,0.17,205.8,Weak,9.2
TRN06382,Tunnel,AES-256-GCM,modp1536(5),Off,IPv6,whatsapp_msg,179.1,8.3,4.6,0.29,171.5,Medium,5.7
TRN01056,Transport,AES-256,modp1536(5),Off,IPv4,icmp,67.2,1.7,7.2,0.05,119.6,Medium,5.9
TRN03523,Transport,AES-256-GCM,modp1536(5),Off,IPv6,email,704.9,6.2,0.5,0.31,94.0,Medium,4.2
TRN02150,Transport,AES-256,modp3072(15),On,IPv6,file_transfer,1442.8,129.0,190.3,0.77,238.5,Strong,0.7
TRN05634,Transport,AES-192,modp1536(5),Off,IPv6,dns_query,94.0,2.1,0.5,0.06,130.1,Medium,5.9
TRN02868,Transport,DES,modp2048(14),Off,IPv6,email,496.2,8.5,10.9,0.45,244.4,Weak,7.0
TRN00928,Tunnel,AES-128,modp2048(14),Off,IPv6,voip,101.4,54.8,56.2,0.13,152.4,Medium,5.3
TRN07156,Tunnel,AES-256,modp4096(16),Off,IPv4,whatsapp_msg,125.8,7.4,0.5,0.21,190.4,Strong,0.6
TRN07458,Transport,DES,modp1024(2),On,IPv4,file_transfer,1394.0,150.8,0.5,0.65,107.7,Weak,6.5
TRN08889,Tunnel,AES-128,modp4096(16),Off,IPv4,icmp,65.6,2.5,9.8,0.02,163.9,Medium,5.6
TRN08458,Tunnel,AES-256-GCM,modp3072(15),On,IPv6,icmp,72.3,1.7,11.4,0.07,116.9,Strong,2.4
TRN05740,Tunnel,AES-128,modp2048(14),On,IPv4,file_transfer,1433.2,106.4,0.5,0.83,161.3,Medium,4.1
TRN07486,Transport,AES-256,modp6144(17),Off,IPv4,whatsapp_msg,77.4,5.2,0.5,0.2,109.6,Strong,1.3
TRN07617,Tunnel,AES-256-GCM,modp2048(14),On,IPv6,dns_query,73.1,5.7,0.5,0.14,244.5,Strong,2.7
TRN07045,Tunnel,3DES,modp1024(2),Off,IPv4,video_streaming,1144.1,81.8,0.5,0.74,43.3,Weak,9.8
TRN05577,Tunnel,DES,modp4096(16),On,IPv6,icmp,62.6,2.1,7.5,0.0,148.7,Medium,2.8
TRN05466,Transport,AES-128,modp768(1),On,IPv4,whatsapp_msg,131.1,7.0,7.4,0.24,86.3,Weak,6.9
TRN07114,Transport,AES-192,modp1536(5),Off,IPv4,video_streaming,1266.9,109.4,202.7,0.61,143.9,Weak,8.1
TRN04750,Tunnel,AES-128,modp4096(16),Off,IPv6,web_browsing,156.4,8.9,25.5,0.58,214.4,Medium,4.1
TRN02292,Tunnel,AES-128,modp1536(5),Off,IPv6,video_streaming,1252.5,91.4,1722.0,0.82,193.8,Weak,6.6
TRN07772,Transport,AES-192,modp3072(15),On,IPv4,video_streaming,1276.6,90.0,0.5,0.54,166.0,Medium,5.9
TRN04711,Tunnel,AES-192,modp1024(2),On,IPv6,video_streaming,1047.1,82.5,0.5,0.59,130.0,Weak,8.6
TRN06441,Transport,AES-256-GCM,modp6144(17),On,IPv6,video_streaming,1164.7,99.8,0.5,0.77,181.9,Strong,1.9
TRN03957,Tunnel,3DES,modp2048(14),Off,IPv6,web_browsing,472.1,9.8,29.3,0.35,163.0,Weak,8.6
TRN02570,Tunnel,AES-128,modp1536(5),Off,IPv6,whatsapp_msg,247.0,7.9,16.7,0.13,154.7,Weak,7.6
TRN01375,Tunnel,DES,modp4096(16),On,IPv4,icmp,58.9,2.4,0.5,0.06,126.5,Medium,4.4
TRN07996,Tunnel,AES-256-GCM,modp1024(2),Off,IPv4,dns_query,76.7,0.8,1.2,0.06,112.1,Medium,3.8
TRN07788,Transport,3DES,modp2048(14),On,IPv4,whatsapp_msg,107.4,7.1,0.5,0.26,98.2,Medium,4.2
TRN06059,Tunnel,AES-256-GCM,modp2048(14),On,IPv6,email,171.7,4.6,0.5,0.29,196.0,Strong,2.7
TRN02524,Transport,DES,modp8192(21),Off,IPv4,icmp,44.9,2.2,10.6,0.06,148.1,Medium,4.9
TRN08576,Tunnel,AES-256-GCM,modp768(1),Off,IPv4,icmp,68.8,2.0,0.5,0.04,192.9,Medium,4.5
TRN06638,Transport,AES-192,modp6144(17),On,IPv6,voip,159.0,47.3,120.2,0.15,166.1,Strong,2.2
TRN01747,Transport,AES-128,modp768(1),Off,IPv4,whatsapp_msg,188.4,10.1,0.5,0.24,112.7,Weak,7.8
TRN04906,Tunnel,AES-256,modp8192(21),On,IPv4,web_browsing,503.3,15.4,0.5,0.3,85.6,Strong,1.7
TRN05769,Transport,AES-256,modp4096(16),On,IPv4,whatsapp_msg,168.0,5.6,3.6,0.26,165.5,Strong,1.8
TRN04919,Transport,AES-256-GCM,modp6144(17),Off,IPv6,file_transfer,1353.6,88.1,134.2,0.82,178.7,Strong,2.1
TRN06465,Tunnel,AES-192,modp3072(15),Off,IPv6,video_streaming,1409.8,101.7,48.4,0.64,157.3,Medium,5.7
TRN05824,Tunnel,AES-192,modp6144(17),On,IPv6,whatsapp_msg,174.5,5.6,7.4,0.29,122.7,Strong,1.5
TRN08460,Tunnel,AES-192,modp1536(5),On,IPv4,icmp,49.0,1.7,0.5,0.04,66.7,Medium,4.8
TRN05866,Tunnel,AES-256,modp1024(2),Off,IPv6,dns_query,83.2,2.4,0.5,0.11,204.5,Medium,5.1
TRN02679,Tunnel,AES-128,modp8192(21),Off,IPv6,whatsapp_msg,85.3,4.1,0.5,0.11,185.8,Strong,2.8
TRN08363,Tunnel,AES-128,modp768(1),Off,IPv4,whatsapp_msg,106.4,5.8,0.5,0.3,145.0,Weak,7.2
TRN08146,Transport,DES,modp768(1),Off,IPv6,icmp,66.3,2.2,26.0,0.05,162.7,Weak,7.5
TRN03072,Transport,AES-256-GCM,modp6144(17),On,IPv6,file_transfer,1468.7,141.0,0.5,0.73,91.5,Strong,1.4
TRN01551,Transport,AES-256,modp8192(21),Off,IPv4,email,659.1,9.6,0.5,0.36,154.6,Strong,0.8
TRN06437,Tunnel,DES,modp4096(16),Off,IPv4,file_transfer,1486.9,108.0,91.3,0.82,211.3,Weak,9.6
TRN02996,Tunnel,DES,modp6144(17),Off,IPv6,file_transfer,1457.0,107.8,103.7,0.59,103.9,Medium,4.0
TRN02274,Tunnel,AES-192,modp4096(16),Off,IPv4,email,507.4,6.8,0.5,0.2,84.0,Medium,3.9
TRN04190,Tunnel,3DES,modp2048(14),On,IPv6,whatsapp_msg,131.1,7.7,0.5,0.21,127.6,Medium,4.9
TRN01200,Tunnel,3DES,modp1536(5),On,IPv6,file_transfer,1399.5,97.9,0.5,0.51,168.5,Weak,9.3
TRN04706,Tunnel,3DES,modp2048(14),On,IPv4,web_browsing,564.2,12.4,0.5,0.33,174.6,Weak,9.6
TRN07733,Transport,DES,modp768(1),Off,IPv6,video_streaming,1309.3,97.1,151.8,0.76,98.0,Weak,8.0
TRN00484,Transport,AES-256,modp8192(21),Off,IPv4,email,185.2,7.6,0.5,0.2,129.4,Strong,1.5
TRN08881,Tunnel,DES,modp3072(15),On,IPv6,icmp,62.4,1.6,6.4,0.05,160.1,Medium,5.8
TRN08729,Tunnel,AES-256,modp1536(5),On,IPv6,icmp,65.9,2.0,0.5,0.06,132.3,Medium,2.3
TRN01795,Transport,AES-128,modp768(1),Off,IPv4,web_browsing,525.8,21.2,0.5,0.29,167.1,Weak,8.0
TRN00458,Transport,DES,modp2048(14),Off,IPv4,dns_query,40.0,3.4,1.6,0.09,152.6,Weak,7.4
TRN05572,Tunnel,AES-256,modp768(1),On,IPv6,dns_query,72.3,3.5,0.5,0.06,190.9,Medium,3.3
TRN01035,Transport,AES-128,modp6144(17),Off,IPv4,email,470.6,8.3,3.0,0.38,102.1,Medium,5.4
TRN04428,Tunnel,AES-256-GCM,modp2048(14),Off,IPv4,file_transfer,1419.1,104.4,0.5,0.77,116.5,Medium,3.7
TRN05913,Tunnel,DES,modp8192(21),Off,IPv4,email,596.5,1.8,25.0,0.32,176.5,Medium,3.7
TRN00922,Tunnel,3DES,modp4096(16),Off,IPv4,email,774.8,3.9,22.4,0.22,145.9,Medium,4.1
TRN08556,Transport,AES-128,modp4096(16),On,IPv6,email,801.0,11.6,0.5,0.36,113.9,Medium,3.9
TRN04031,Tunnel,AES-256-GCM,modp768(1),Off,IPv6,voip,129.6,53.0,509.1,0.18,117.8,Medium,5.5
TRN06395,Transport,AES-192,modp1536(5),On,IPv4,voip,137.8,57.9,0.5,0.17,131.6,Medium,5.7
TRN03716,Transport,AES-128,modp4096(16),Off,IPv4,dns_query,81.4,3.5,1.0,0.09,138.9,Medium,2.3
TRN04620,Transport,AES-192,modp2048(14),On,IPv4,web_browsing,284.2,9.9,25.5,0.63,185.6,Medium,5.6
TRN08751,Tunnel,AES-256,modp768(1),Off,IPv4,voip,129.5,33.3,0.5,0.16,99.4,Weak,6.1
TRN08986,Transport,AES-192,modp8192(21),On,IPv6,whatsapp_msg,143.3,5.4,5.6,0.32,126.3,Strong,0.6
TRN05574,Tunnel,3DES,modp8192(21),On,IPv4,whatsapp_msg,151.0,5.0,10.4,0.28,146.3,Strong,0.9
TRN00749,Tunnel,AES-256-GCM,modp4096(16),On,IPv4,file_transfer,1338.1,119.9,0.5,0.72,165.2,Strong,3.3
TRN03711,Tunnel,DES,modp768(1),On,IPv4,whatsapp_msg,153.9,4.7,13.8,0.22,135.7,Weak,7.7
TRN06986,Tunnel,DES,modp6144(17),Off,IPv4,whatsapp_msg,189.5,5.1,1.9,0.22,157.9,Medium,4.9
TRN03419,Tunnel,AES-256-GCM,modp3072(15),Off,IPv6,whatsapp_msg,123.3,5.2,2.9,0.16,184.6,Strong,1.8
TRN01727,Transport,3DES,modp1536(5),Off,IPv6,web_browsing,388.4,8.6,0.5,0.57,159.8,Weak,8.2
TRN06951,Transport,AES-256-GCM,modp768(1),On,IPv4,dns_query,91.1,2.9,1.8,0.09,81.9,Medium,5.5
TRN04333,Tunnel,3DES,modp768(1),On,IPv6,file_transfer,1400.0,122.6,0.5,0.75,115.4,Weak,6.9
TRN04166,Transport,AES-128,modp6144(17),Off,IPv6,dns_query,87.1,3.8,0.5,0.17,131.5,Medium,4.6
TRN08925,Tunnel,AES-128,modp6144(17),On,IPv6,video_streaming,1140.5,104.0,975.7,0.7,189.7,Strong,0.9
TRN02374,Tunnel,AES-256,modp2048(14),On,IPv6,file_transfer,1389.2,99.6,0.5,0.81,194.6,Medium,5.0
TRN08816,Tunnel,AES-128,modp1536(5),On,IPv6,file_transfer,1413.6,132.9,0.5,0.76,161.0,Medium,5.2
TRN02889,Transport,AES-192,modp8192(21),On,IPv6,whatsapp_msg,141.4,7.5,0.5,0.18,139.3,Strong,0.3
TRN05858,Tunnel,AES-128,modp4096(16),Off,IPv6,email,668.1,11.2,12.3,0.43,106.2,Medium,5.1
TRN02255,Transport,AES-128,modp6144(17),On,IPv6,file_transfer,1484.3,151.6,0.5,0.79,103.8,Strong,2.0
TRN03078,Transport,DES,modp768(1),Off,IPv4,whatsapp_msg,75.3,6.1,0.5,0.42,155.4,Weak,7.3
TRN01264,Transport,AES-256-GCM,modp6144(17),Off,IPv4,whatsapp_msg,123.6,4.2,0.5,0.29,130.2,Strong,0.7
TRN03571,Tunnel,AES-256,modp1024(2),On,IPv6,icmp,59.7,2.7,3.9,0.06,139.2,Medium,3.3
TRN02493,Tunnel,3DES,modp1024(2),Off,IPv6,whatsapp_msg,171.2,6.9,12.1,0.21,114.2,Weak,8.8
TRN00665,Transport,AES-192,modp3072(15),Off,IPv4,whatsapp_msg,160.8,10.2,0.5,0.31,190.1,Medium,5.4
TRN06694,Tunnel,3DES,modp1536(5),On,IPv6,email,661.0,11.5,16.8,0.13,61.1,Weak,7.8
TRN00842,Tunnel,AES-256-GCM,modp6144(17),On,IPv6,icmp,59.2,2.3,18.4,0.04,136.6,Strong,1.3
TRN05247,Tunnel,AES-128,modp1536(5),Off,IPv6,email,798.5,7.6,7.2,0.16,216.2,Weak,8.8
TRN05553,Transport,AES-128,modp3072(15),On,IPv4,icmp,64.6,0.8,4.8,0.04,97.2,Medium,4.3
TRN00834,Transport,AES-256,modp1536(5),Off,IPv6,file_transfer,1310.9,163.1,0.5,0.69,164.2,Medium,4.2
TRN02111,Tunnel,AES-256,modp4096(16),On,IPv4,whatsapp_msg,162.9,6.2,0.5,0.42,240.3,Strong,2.7
TRN00873,Tunnel,3DES,modp2048(14),On,IPv6,dns_query,52.0,4.3,1.9,0.1,184.2,Weak,7.2
TRN07701,Tunnel,3DES,modp3072(15),On,IPv4,file_transfer,1416.0,129.1,0.5,0.75,202.4,Medium,4.2
